2018-05-24 09:05:14,starting in C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant\
2018-05-24 09:05:14,Launching C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant\180524120514_rswatcher.exe
2018-05-24 09:05:17,Watcher started
2018-05-24 09:05:17,Processing 29 files
2018-05-24 09:05:22,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\c10.png
2018-05-24 09:05:22,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\c10.png
2018-05-24 09:05:22,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\c11.png
2018-05-24 09:05:22,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\c11.png
2018-05-24 09:05:22,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\c12.png
2018-05-24 09:05:22,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\c12.png
2018-05-24 09:05:22,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img10.jpg
2018-05-24 09:05:22,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img10.jpg
2018-05-24 09:05:23,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img11.jpg
2018-05-24 09:05:23,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img11.jpg
2018-05-24 09:05:23,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img12.jpg
2018-05-24 09:05:23,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img12.jpg
2018-05-24 09:05:23,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img20.jpg
2018-05-24 09:05:23,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img20.jpg
2018-05-24 09:05:23,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img21.jpg
2018-05-24 09:05:23,processed C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img21.jpg
2018-05-24 09:05:24,processing C:\Users\TestAdmin\Documents\RanSim\TestDirectory\Scenarios\VirlockVariant-TestFiles\img22.jpg
